"This file contains political files uploaded by KYW-TV during the years 2014 as of 2014-11-06 16:30:29.302013. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is CBS BROADCASTING INC.. FCC records give the rfChannel as 26, virtualChannel as 3 and network affiiliate as CBS."
filetype,order_number,print_date,agency_name,advertiser_name,agency_contact,product,flight_date_start,flight_date_end,number_of_spots,gross_amount,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACARTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD92253%20FED%20INVOICE%20%2814150370385921%29.pdf,2014-11-03 12:50:00,KYW-TV,77.63 Kb,14150370385921,pdfs/14150370385921.pdf,txts/14150370385921.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,79491 bytes,yes,1.6,,792 x 612 pts (letter),Mon Nov  3 12:48:07 2014,7
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACARTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD92253%20FED%20ORDER%20%2814138298619631%29.pdf,2014-10-20 14:31:00,KYW-TV,32.27 Kb,14138298619631,pdfs/14138298619631.pdf,txts/14138298619631.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,33041 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Mon Oct 20 09:37:53 2014,3
contract,1041-92379-1,10/24/14,POLITICAL COMMUNICATIONS,TOM MACARTHUR FOR CONGRESS INC,Jim MCDANIELS, R HOUSE NJ 3,10/27/14,11/04/14,60,55110.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACARTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD92379%20FED%20CONTRACT%20%2814144288946656%29.pdf,2014-10-27 12:54:00,KYW-TV,88.54 Kb,14144288946656,pdfs/14144288946656.pdf,txts/14144288946656.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,90667 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Mon Oct 27 10:02:47 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACARTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD92379%20FED%20ORDER%20%2814144288944199%29.pdf,2014-10-27 12:54:00,KYW-TV,38.12 Kb,14144288944199,pdfs/14144288944199.pdf,txts/14144288944199.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,39034 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Mon Oct 27 10:02:12 2014,4
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20BASEFILE%20FED%20NAB%20%2814014637543864%29.pdf,2014-05-30 11:29:00,KYW-TV,159.73 Kb,14014637543864,pdfs/14014637543864.pdf,txts/14014637543864.txt,no,,Hewlett Packard MFP,no,,163563 bytes,no,1.4,,612 x 792 pts (letter),,3
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20BASEFILE%20FED%20PIQ%20%2814014637537695%29.pdf,2014-05-30 11:29:00,KYW-TV,57.24 Kb,14014637537695,pdfs/14014637537695.pdf,txts/14014637537695.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,58609 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Fri May 30 10:50:59 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD90133%20FED%20INVOICE%20%2814014637540986%29.pdf,2014-05-30 11:29:00,KYW-TV,52.11 Kb,14014637540986,pdfs/14014637540986.pdf,txts/14014637540986.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,53357 bytes,yes,1.6,,792 x 612 pts (letter),Fri May 30 11:19:09 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD90133%20FED%20ORDER%20%2814014637552771%29.pdf,2014-05-30 11:29:00,KYW-TV,34.29 Kb,14014637552771,pdfs/14014637552771.pdf,txts/14014637552771.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,35116 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri May 30 11:17:18 2014,3
contract,1041-90133-1,05/21/14,POLITICAL COMMUNICATIONS,TOM MACARTHUR FOR CONGRESS INC,KEVIN HINES, NJ CD 3 5/22-5/28/14,05/22/14,05/28/14,35,12390.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD90133%20FED%20TRACT%20%2814014637550803%29.pdf,2014-05-30 11:29:00,KYW-TV,83.10 Kb,14014637550803,pdfs/14014637550803.pdf,txts/14014637550803.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85097 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Fri May 30 11:18:11 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD90197%20FED%20INVOICE%20%2814024931412651%29.pdf,2014-06-11 09:25:00,KYW-TV,56.56 Kb,14024931412651,pdfs/14024931412651.pdf,txts/14024931412651.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,57919 bytes,yes,1.6,,792 x 612 pts (letter),Wed Jun 11 09:20:11 2014,4
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD90197%20FED%20ORDER%20%2814014637559442%29.pdf,2014-05-30 11:29:00,KYW-TV,29.72 Kb,14014637559442,pdfs/14014637559442.pdf,txts/14014637559442.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,30432 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri May 30 11:20:17 2014,2
contract,1041-90197-1,05/28/14,POLITICAL COMMUNICATIONS,TOM MACARTHUR FOR CONGRESS INC,KEVIN HINES, R HOUSE-NJ-CD3,05/29/14,06/03/14,18,5760.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD90197%20FED%20TRACT%20%2814014637561446%29.pdf,2014-05-30 11:29:00,KYW-TV,82.76 Kb,14014637561446,pdfs/14014637561446.pdf,txts/14014637561446.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,84745 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Fri May 30 11:21:24 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD90198%20FED%20INVOICE%20%2814024931409560%29.pdf,2014-06-11 09:25:00,KYW-TV,48.49 Kb,14024931409560,pdfs/14024931409560.pdf,txts/14024931409560.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,49649 bytes,yes,1.6,,792 x 612 pts (letter),Wed Jun 11 09:24:38 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD90198%20FED%20ORDER%20%2814014637563328%29.pdf,2014-05-30 11:29:00,KYW-TV,28.11 Kb,14014637563328,pdfs/14014637563328.pdf,txts/14014637563328.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,28785 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri May 30 11:23:24 2014,2
contract,1041-90198-1,05/28/14,POLITICAL COMMUNICATIONS,TOM MACARTHUR FOR CONGRESS INC,KEVIN HINES, R HOUSE-NJ-CD 3,05/30/14,06/03/14,6,2775.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%20CD%2D3/TOM%20MACARTHUR/KYW%20TOM%20MACAUTHUR%20R%20HOUSE%2DNJ%2DCD%2D3%20ORD90198%20FED%20TRACT%20%2814014637565156%29.pdf,2014-05-30 11:29:00,KYW-TV,77.09 Kb,14014637565156,pdfs/14014637565156.pdf,txts/14014637565156.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,78938 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Fri May 30 11:24:00 2014,1
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20BASEFILE%20FED%20DISFIRM%20%2814111434087885%29.pdf,2014-09-19 12:16:00,KYW-TV,52.06 Kb,14111434087885,pdfs/14111434087885.pdf,txts/14111434087885.txt,no,,Hewlett Packard MFP,no,,53309 bytes,yes,1.4,,612 x 792 pts (letter),Fri Sep 19 12:13:19 2014,1
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20BASEFILE%20FED%20NAB%20%2814111434096959%29.pdf,2014-09-19 12:16:00,KYW-TV,447.64 Kb,14111434096959,pdfs/14111434096959.pdf,txts/14111434096959.txt,no,,Hewlett Packard MFP,no,,458386 bytes,yes,1.4,,612 x 792 pts (letter),Fri Sep 19 12:12:45 2014,3
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20BASEFILE%20FED%20PIQ%20%2814111434090026%29.pdf,2014-09-19 12:16:00,KYW-TV,148.06 Kb,14111434090026,pdfs/14111434090026.pdf,txts/14111434090026.txt,no,,Hewlett Packard MFP,no,,151614 bytes,yes,1.4,,612 x 792 pts (letter),Fri Sep 19 10:52:13 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20ORD91732%20FED%20INVOICE%20%2814147809194005%29.pdf,2014-10-31 14:41:00,KYW-TV,93.97 Kb,14147809194005,pdfs/14147809194005.pdf,txts/14147809194005.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,96230 bytes,yes,1.6,,792 x 612 pts (letter),Fri Oct 31 14:33:19 2014,10
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20ORD91732%20FED%20ORDER%20%2814108804010937%29.pdf,2014-09-16 11:13:00,KYW-TV,40.26 Kb,14108804010937,pdfs/14108804010937.pdf,txts/14108804010937.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,41231 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Sep 16 09:03:56 2014,4
contract,1041-91732-1,09/15/14,"THE CAMPAIGN GROUP, INC.","DONALD NORCROSS FOR SENATE, ELECT FUND",Lisa Cabanel, D-NJ STATE SENATE,10/07/14,10/13/14,61,51555.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20ORD91732%20FED%20TRACT%20%2814108804008404%29.pdf,2014-09-16 11:13:00,KYW-TV,90.53 Kb,14108804008404,pdfs/14108804008404.pdf,txts/14108804008404.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,92703 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Sep 16 09:05:21 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20ORD91733%20FED%20ORDER%20%2814108804016000%29.pdf,2014-09-16 11:13:00,KYW-TV,53.53 Kb,14108804016000,pdfs/14108804016000.pdf,txts/14108804016000.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,54817 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Sep 16 09:06:00 2014,7
contract,1041-91733-1,09/15/14,"THE CAMPAIGN GROUP, INC.","DONALD NORCROSS FOR SENATE, ELECT FUND",Lisa Cabanel, D-NJ STATE SENATE,10/14/14,10/27/14,94,100440.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20ORD91733%20FED%20TRACT%20%2814108804013281%29.pdf,2014-09-16 11:13:00,KYW-TV,102.90 Kb,14108804013281,pdfs/14108804013281.pdf,txts/14108804013281.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,105369 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Sep 16 09:06:29 2014,5
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20ORD91734%20FED%20ORDER%20%2814108804024143%29.pdf,2014-09-16 11:13:00,KYW-TV,40.46 Kb,14108804024143,pdfs/14108804024143.pdf,txts/14108804024143.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,41429 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Sep 16 09:06:53 2014,4
contract,1041-91734-1,09/15/14,"THE CAMPAIGN GROUP, INC.","DONALD NORCROSS FOR SENATE, ELECT FUND",Lisa Cabanel, D-NJ STATE SENATE,10/28/14,11/03/14,53,96840.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D1/DONALD%20NORCROSS/KYW%20DONALD%20NORCROSS%20D%20HOUSE%2DNJ%2DCD%2D1%20ORD91734%20FED%20TRACT%20%2814108804018128%29.pdf,2014-09-16 11:13:00,KYW-TV,90.52 Kb,14108804018128,pdfs/14108804018128.pdf,txts/14108804018128.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,92693 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Sep 16 09:07:16 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D2/FRANK%20LOBIONDO/KYW%20FRANK%20LOBIONDO%20R%20HOUSE%2DNJ%2DCD%2D2%20ORD92027%20FED%20ORDER%20%2814122577176442%29.pdf,2014-10-02 09:48:00,KYW-TV,42.94 Kb,14122577176442,pdfs/14122577176442.pdf,txts/14122577176442.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,43971 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Oct  2 09:03:22 2014,5
contract,1041-92027-1,10/01/14,SRCP MEDIA,LOBIONDO FOR CONGRESS, , 658,10/14/14,10/20/14,66,48650.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D2/FRANK%20LOBIONDO/KYW%20FRANK%20LOBIONDO%20R%20HOUSE%2DNJ%2DCD%2D2%20ORD92027%20FED%20TRACT%20%2814122577170192%29.pdf,2014-10-02 09:48:00,KYW-TV,90.45 Kb,14122577170192,pdfs/14122577170192.pdf,txts/14122577170192.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,92618 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Oct  2 09:05:14 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D2/FRANK%20LOBIONDO/KYW%20FRANK%20LOBIONDO%20R%20HOUSE%2DNJ%2DCD%2D2%20ORD92028%20FED%20ORDER%20%2814122577187624%29.pdf,2014-10-02 09:48:00,KYW-TV,42.95 Kb,14122577187624,pdfs/14122577187624.pdf,txts/14122577187624.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,43978 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Oct  2 09:06:07 2014,5
contract,1041-92028-1,10/01/14,SRCP MEDIA,LOBIONDO FOR CONGRESS, , 659,10/21/14,10/27/14,66,48650.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D2/FRANK%20LOBIONDO/KYW%20FRANK%20LOBIONDO%20R%20HOUSE%2DNJ%2DCD%2D2%20ORD92028%20FED%20TRACT%20%2814122577198584%29.pdf,2014-10-02 09:48:00,KYW-TV,90.45 Kb,14122577198584,pdfs/14122577198584.pdf,txts/14122577198584.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,92621 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Oct  2 09:06:19 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D2/FRANK%20LOBIONDO/KYW%20FRANK%20LOBIONDO%20R%20HOUSE%2DNJ%2DCD%2D2%20ORD92029%20FED%20ORDER%20%2814122577207665%29.pdf,2014-10-02 09:48:00,KYW-TV,46.20 Kb,14122577207665,pdfs/14122577207665.pdf,txts/14122577207665.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,47308 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Oct  2 09:06:45 2014,6
contract,1041-92029-1,10/01/14,SRCP MEDIA,LOBIONDO FOR CONGRESS, , 660,10/28/14,11/04/14,68,49640.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/NJ%2DCD%2D2/FRANK%20LOBIONDO/KYW%20FRANK%20LOBIONDO%20R%20HOUSE%2DNJ%2DCD%2D2%20ORD92029%20FED%20TRACT%20%2814122577220601%29.pdf,2014-10-02 09:48:00,KYW-TV,90.87 Kb,14122577220601,pdfs/14122577220601.pdf,txts/14122577220601.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,93055 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Oct  2 09:06:57 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D13/BRENDAN%20BOYLE/KYW%20BRENDAN%20BOYLE%20D%20HOUSE%2DPA%2DCD%2D13%20ORD90021%20FED%20INVOICE%20%2814012927877105%29.pdf,2014-05-28 11:59:00,KYW-TV,69.41 Kb,14012927877105,pdfs/14012927877105.pdf,txts/14012927877105.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,71080 bytes,yes,1.6,,792 x 612 pts (letter),Wed May 28 11:58:53 2014,6
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D13/BRENDAN%20BOYLE/KYW%20BRENDAN%20BOYLE%20D%20HOUSE%2DPA%2DCD%2D13%20ORD90021%20FED%20ORDER%20%2814006971031369%29.pdf,2014-05-21 14:31:00,KYW-TV,35.32 Kb,14006971031369,pdfs/14006971031369.pdf,txts/14006971031369.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,36164 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed May 21 14:30:33 2014,3
contract,1041-90021-1,05/14/14,DUDLEY MEDIA,CITIZENS FOR BOYLE,Bob DUDLEY, D HOUSE-PA-CD-13 BRENDAN BOYLE,05/15/14,05/20/14,26,18990.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D13/BRENDAN%20BOYLE/KYW%20BRENDAN%20BOYLE%20D%20HOUSE%2DPA%2DCD%2D13%20ORD90021%20FED%20TRACT%20%2814006971034633%29.pdf,2014-05-21 14:31:00,KYW-TV,85.32 Kb,14006971034633,pdfs/14006971034633.pdf,txts/14006971034633.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,87371 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_eee4502e-299e-4585-8dc0-c27f74aa1703.pdf),612 x 792 pts (letter),Wed May 21 14:31:16 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D13/BRENDAN%20BOYLE/KYW%20BRENDON%20BOYLE%20D%20HOUSE%2DPA%2DCD%2D13%20BASEFILE%20FED%20NAB%20%2814006969661976%29.pdf,2014-05-21 14:29:00,KYW-TV,83.28 Kb,14006969661976,pdfs/14006969661976.pdf,txts/14006969661976.txt,no,,Hewlett Packard MFP,no,,85277 bytes,yes,1.4,,792 x 612 pts (letter),Tue May 20 14:14:32 2014,1
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D13/BRENDAN%20BOYLE/KYW%20BRENDON%20BOYLE%20D%20HOUSE%2DPA%2DCD%2D13%20BASEFILE%20FED%20PIQ%20%2814006969665124%29.pdf,2014-05-21 14:29:00,KYW-TV,137.89 Kb,14006969665124,pdfs/14006969665124.pdf,txts/14006969665124.txt,yes,Microsoft® Word 2010,Microsoft® Word 2010,no,"Pflieger, Zakary",141196 bytes,no,1.5,,612 x 792 pts (letter),Tue May 20 14:43:52 2014,1
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D13/DAYLIN%20LEACH/KYW%20DAYLIN%20LEACH%20D%20HOUSE%2DPA%2DCD%2D13%20BASEFILE%20FED%20NAB%20%2813980943231715%29.pdf,2014-04-21 11:32:00,KYW-TV,390.24 Kb,13980943231715,pdfs/13980943231715.pdf,txts/13980943231715.txt,no,,,no,,399610 bytes,no,1.4,,612 x 792 pts (letter),,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D13/DAYLIN%20LEACH/KYW%20DAYLIN%20LEACH%20D%20HOUSE%2DPA%2DCD%2D13%20BASEFILE%20FED%20PIQ%20%2814006972546962%29.pdf,2014-05-21 14:34:00,KYW-TV,147.65 Kb,14006972546962,pdfs/14006972546962.pdf,txts/14006972546962.txt,no,,Hewlett Packard MFP,no,,151194 bytes,yes,1.4,,612 x 792 pts (letter),Wed May 21 14:34:00 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D13/DAYLIN%20LEACH/KYW%20DAYLIN%20LEACH%20D%20HOUSE%2DPA%2DCD%2D13%20ORD89723%20FED%20INVOICE%20%2814005400451703%29.pdf,2014-05-19 18:54:00,KYW-TV,116.81 Kb,14005400451703,pdfs/14005400451703.pdf,txts/14005400451703.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,119610 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:38:13 2014,9
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D13/DAYLIN%20LEACH/KYW%20DAYLIN%20LEACH%20D%20HOUSE%2DPA%2DCD%2D13%20ORD89831%20FED%20INVOICE%20%2814005400449470%29.pdf,2014-05-19 18:54:00,KYW-TV,80.10 Kb,14005400449470,pdfs/14005400449470.pdf,txts/14005400449470.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,82018 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:35:47 2014,8
